question_id,is_answerable,gold_answer,predicted_span,null_score,best_span_score,score_margin,reader_confidence_display
0001-0002-0006,True,"Là nơi đặt trụ sở chính của các tổ chức quốc tế như OECD, UNESCO... cộng với những họat động đa dạng về tài chính, kinh doanh, chính trị và du lịch","với những họat động đa dạng về tài chính, kinh doanh, chính trị và",10.146556854248047,8.3654146194458,-1.781142234802246,0.589549311296566
0001-0002-0007,True,Paris,"với New York, Luân Đôn và",10.046154022216797,10.560078620910645,0.5139245986938477,0.6996416513093553
0001-0002-0008,True,"New York, Luân Đôn và Tokyo","với New York, Luân Đôn và",10.148834228515625,8.670650482177734,-1.4781837463378906,0.6049002283116595
0001-0003-0001,True,nhiều tệ nạn,": cuối thế kỷ 17, trung tướng cảnh sát đầu tiên của Paris Gabriel Nicolas de La Reynie ra lệnh thắp sáng những khu vực công cộng nhiều tệ nạn của",10.157949447631836,1.2255017757415771,-8.932447671890259,0.24150890978014564
0001-0003-0002,True,The City of Lights,là Thành phố,10.127644538879395,7.130603790283203,-2.9970407485961914,0.5264641796662987
0001-0003-0003,True,"cuối thế kỷ 17, trung tướng cảnh sát đầu tiên của Paris Gabriel Nicolas de La Reynie ra lệnh thắp sáng những khu vực công cộng nhiều tệ nạn của thành phố",đầu từ,10.110830307006836,8.77514934539795,-1.3356809616088867,0.612051899330187
0001-0003-0004,False,,đầu từ,10.116744995117188,8.895853996276855,-1.220890998840332,0.6177780287007731
0001-0003-0005,True,Kinh đô ánh sáng,"gọi ""Kinh đô",10.074838638305664,6.878833770751953,-3.196004867553711,0.5160047874276006
0001-0004-0001,True,thêm hai chữ a và d,". Từ ""parisien"" trong tiếng",10.04153823852539,5.620744705200195,-4.420793533325195,0.45165683013741253
0001-0004-0002,True,"Venezia, Paris",",",10.128387451171875,9.650762557983398,-0.47762489318847656,0.6540088288631646
0001-0004-0003,False,,",",10.05667495727539,9.898475646972656,-0.15819931030273438,0.6690738650438499
0001-0005-0001,True,những chiếc mũ panama,""" từ đầu thế kỷ",10.152263641357422,2.488675594329834,-7.663588047027588,0.29377477129256957
0001-0005-0002,False,,"là ""Paname"" từ đầu thế kỷ 20 khi những chiếc mũ panama phổ biến. Bắt đầu bởi các công nhân đào con kênh",10.157499313354492,1.003140926361084,-9.154358386993408,0.2330491345652493
0001-0005-0003,True,Pantruche,"là ""Pantruche",10.148164749145508,3.1891238689422607,-6.959040880203247,0.32548058736110097
0001-0006-0001,False,,bờ sông,10.138744354248047,9.854236602783203,-0.28450775146484375,0.6631560462255317
0001-0006-0002,True,nhà thờ Saint-Pierre,vị trí nhà thờ Saint-,10.116837501525879,8.77963638305664,-1.3372011184692383,0.6119758566299309
0001-0006-0003,True,Île de la Cité ở phía tây và Île Saint-Louis ở phía đông,: Île de la Cité ở phía tây và Île Saint-Louis ở phía,10.157495498657227,6.744891166687012,-3.412604331970215,0.5046026644357816
0001-0006-0004,True,Seine,bờ sông,10.132789611816406,10.287811279296875,0.15502166748046875,0.6835174022129957
0001-0006-0005,False,,: Île de la Cité ở phía tây và Île Saint-Louis ở phía,10.047929763793945,9.420455932617188,-0.6274738311767578,0.6468313107754871
0001-0006-0006,True,phía nam,. Bên,10.10334587097168,9.282369613647461,-0.8209762573242188,0.6374643636075479
0001-0006-0007,False,,vị trí nhà thờ Saint-,10.1176176071167,8.741107940673828,-1.376509666442871,0.6100076435523313
0001-0007-0001,True,phân định với ngọai ô bằng các đại lộ vành đai dài 35 km,", Paris được phân định với ngọai ô bằng các đại lộ vành đai dài 35",10.162352561950684,-3.921687602996826,-14.08404016494751,0.09711642348231832
0001-0007-0002,False,,", một số hạt và quận xung quanh được sát nhập vào thành phố. Còn ngày nay, Paris được phân định với ngọai ô bằng các đại lộ vành đai dài 35",10.148723602294922,6.584399700164795,-3.564323902130127,0.4966123587587384
0001-0007-0003,True,các đại lộ vành đai,bằng các đại lộ vành đai dài 35,10.161041259765625,4.448834419250488,-5.712206840515137,0.38555542343144317
0001-0007-0004,True,Quận 12 ở phía Đông,thuộc Quận 12 ở phía,10.164298057556152,8.244464874267578,-1.9198331832885742,0.5824612460515327
0001-0007-0005,True,bức tường thành Thiers,bằng các đại lộ vành đai dài 35,10.128854751586914,7.9351277351379395,-2.1937270164489746,0.5683655020162454
0001-0007-0006,False,,thuộc Quận 12 ở phía,10.162948608398438,6.416699409484863,-3.746249198913574,0.4870339073332658
0001-0008-0001,True,cổ sinh vật học và giải phẫu so sánh của Georges Cuvier,như cổ sinh vật học và giải phẫu,10.052652359008789,10.60592269897461,0.5532703399658203,0.7013805897617347
0001-0008-0002,True,sự tạo thành của dãy Alps,. Với sự tạo thành của dãy,10.169105529785156,4.387353420257568,-5.781752109527588,0.3820905014240478
0001-0008-0003,False,,ra phía biển Manche và,10.176276206970215,4.881169319152832,-5.295106887817383,0.4065694168430813
0001-0008-0004,False,,Với sự tạo thành của dãy,10.154622077941895,8.326078414916992,-1.8285436630249023,0.5871307943466928
0001-0008-0005,True,Bồn Paris,. Bồn,10.073507308959961,7.091188907623291,-2.98231840133667,0.5272373129926833
0001-0008-0006,True,"khối núi Vosges, khối núi Massif central, khối núi Armorica",như,10.125207901000977,2.9092040061950684,-7.216003894805908,0.313710135114283
0001-0008-0007,False,,như,10.126611709594727,2.406554698944092,-7.720057010650635,0.29131276041812365
0001-0008-0008,False,,Bồn,10.142675399780273,5.203444957733154,-4.939230442047119,0.4247766308835106
0001-0008-0009,True,"bồn Paris bị đóng lại, chỉ còn mở ra phía biển Manche và Đại Tây Dương",Với sự tạo thành của dãy,10.14594554901123,8.617024421691895,-1.528921127319336,0.6023428597740915
0001-0008-0010,True,báo trước cho sự hình thành lưu vực sông Loire và sông Seine,Paris bị đóng,10.176921844482422,4.376270294189453,-5.800651550292969,0.38115093534993316
0001-0009-0001,True,Montmartre và Bagneux,nhất là tầng Lutetia với các lớp đọng giàu thạch cao và,10.169700622558594,1.2082624435424805,-8.961438179016113,0.24039193156834926
0001-0009-0002,False,,đầu từ Kỷ Đệ,10.170737266540527,-0.8504794836044312,-11.021216750144958,0.17016554206120413
0001-0009-0003,True,Oise,,10.174299240112305,,,
0001-0009-0004,True,Oise,ở tả ngạn sông,10.144514083862305,5.682252407073975,-4.46226167678833,0.4494942055049865
0001-0009-0005,False,,nhất là tầng Lutetia với các lớp đọng giàu thạch cao và đá vôi. Tầng động vật này đã được đặt theo tên tiếng La Tinh của Paris: Lutetia. Lòng đất của,10.173332214355469,0.9447331428527832,-9.228599071502686,0.23026538338857266
0001-0009-0006,True,thế kỷ 14,tới thế kỷ,10.172256469726562,2.3098373413085938,-7.862419128417969,0.28516016660396015
0001-0009-0007,False,,,10.174663543701172,,,
0001-0009-0008,True,thạch cao và đá vôi,giàu thạch cao và,10.06929874420166,11.641134262084961,1.5718355178833008,0.7443032650794477
0001-0009-0009,True,"đá vôi, thạch cao và đá vôi silic","của đá vôi, thạch cao và đá vôi",9.698934555053711,11.823075294494629,2.124140739440918,0.7658111287375732
0001-0010-0001,False,,của đảo Île Saint-,10.164410591125488,6.497100830078125,-3.6673097610473633,0.49118934904868683
0001-0010-0002,True,sông Seine ở phần hạ lưu,của đảo Île Saint-,10.149724960327148,4.549285888671875,-5.600439071655273,0.39114822634642976
0001-0010-0003,True,phố Faubourg-du-Temple ở quảng trường Bastille,của đảo Île Saint-,10.158644676208496,7.463499069213867,-2.695145606994629,0.5422873319523716
0001-0010-0004,True,Saint-Martin,là,10.156700134277344,5.761775970458984,-4.394924163818359,0.4530068864656737
0001-0010-0005,False,,hình một cánh,10.15342903137207,9.835465431213379,-0.3179636001586914,0.6615798651909242
0001-0010-0006,True,cánh cung,hình một cánh,10.154706954956055,9.663965225219727,-0.4907417297363281,0.6533832904501479
0001-0011-0001,False,,có khí hậu ôn đới,10.139344215393066,9.045086860656738,-1.0942573547363281,0.6240571777449371
0001-0011-0002,True,ngày 28 tháng 6 năm 1948,vào ngày 28 tháng 6 năm,10.07215690612793,10.900524139404297,0.8283672332763672,0.7133753025403233
0001-0011-0003,False,,. Ảnh hưởng của,10.159778594970703,4.280839443206787,-5.878939151763916,0.37726848307638366
0001-0011-0004,True,"mùa hè mát, trung bình 18°C; mùa đông không quá lạnh, trung bình 6 °C; các mùa đều mưa nhiều và thời tiết thất thường",có khí hậu ôn đới,10.109315872192383,9.423433303833008,-0.685882568359375,0.6440153761099003
0001-0011-0005,False,,vào ngày 28 tháng 6 năm,10.065195083618164,10.085049629211426,0.01985454559326172,0.6773257284524475
0001-0011-0006,True,đại dương,. Ảnh hưởng của,10.151300430297852,5.6159563064575195,-4.535344123840332,0.4456875410352694
0001-0012-0001,True,Clovis I,", vua Clovis",9.84181022644043,11.325879096984863,1.4840688705444336,0.7407685858604001
0001-0012-0002,True,thế kỷ 17,Tới thế kỷ,10.173896789550781,3.524728775024414,-6.649168014526367,0.33997213917115215
0001-0012-0003,False,,Tới thế kỷ,10.175196647644043,5.35605525970459,-4.819141387939453,0.43096956255130503
0001-0012-0004,True,thế kỷ 1,vào thế kỷ,10.174703598022461,3.2795286178588867,-6.895174980163574,0.3284412888195469
0001-0012-0005,True,Paris,"thời Napoléon Bonaparte. Vào thế kỷ 17, Paris bắt đầu có những phát triển vượt bậc và được quy họach lại dưới thời Napoléon III. Sau Công xã",10.168015480041504,0.36306339502334595,-9.804952085018158,0.20945220811225165
0001-0012-0006,True,người Parisii,"của người Parisii thuộc bộ tộc Gaulois, nơi đây trở thành một thành phố La Mã vào thế kỷ 1. Tới thế kỷ 6, vua Clovis",10.174235343933105,1.3717800378799438,-8.802455306053162,0.24656076627910076
0001-0013-0001,True,40.000 năm,ít nhất 40.000,10.148932456970215,2.483381748199463,-7.665550708770752,0.2936889968682029
0001-0013-0002,False,,là những công cụ,10.141046524047852,4.089729309082031,-6.05131721496582,0.36877577430082065
0001-0013-0003,True,khỏang năm 4.000 đến 3.800 trước Công Nguyên,. Vào đầu thời kỳ Đồ đá,10.154255867004395,2.160693407058716,-7.993562459945679,0.2795621018771391
0001-0013-0004,False,,". Vào đầu thời kỳ Đồ đá mới, khỏang năm 4.000 đến 3.800 trước",10.150551795959473,2.8391571044921875,-7.311394691467285,0.3093999399536179
0001-0013-0005,True,những công cụ đá được tìm thấy ở bờ sông Seine,là những công cụ đá được tìm thấy ở bờ sông,10.145854949951172,2.6058437824249268,-7.540011167526245,0.29920477144778734
0001-0014-0001,True,Hippodamos,có khỏang 5 tới 6 ngàn,10.170251846313477,4.912741661071777,-5.257510185241699,0.4084817575850019
0001-0014-0002,False,,thành,10.020200729370117,7.1819305419921875,-2.8382701873779297,0.5347944407166894
0001-0014-0003,False,,", Thánh Geneviève - một người có ảnh hưởng to lớn của Cơ Đốc giáo khi đó và về sau trở thành thánh bảo trợ của",9.5519437789917,7.832892417907715,-1.7190513610839844,0.5927107587641463
0001-0014-0004,True,Thánh Geneviève,", Thánh Geneviève - một người có ảnh hưởng to lớn của Cơ Đốc",9.515098571777344,7.5402679443359375,-1.9748306274414062,0.5796408619477733
0001-0014-0005,True,Thánh Denis,thì Thánh,9.79248046875,10.692872047424316,0.9003915786743164,0.716467666371798
0001-0014-0006,True,Lutetia,thành,10.105125427246094,5.972280502319336,-4.132844924926758,0.4667197645396349
0001-0015-0001,True,hòa ước Saint-Clair-sur-Epte năm 911,bởi hòa ước Saint-Clair-sur-Epte năm,10.184934616088867,1.294060468673706,-8.890874147415161,0.2431168639838005
0001-0015-0002,False,,. Năm,9.964081764221191,10.603219985961914,0.6391382217407227,0.7051554702091223
0001-0015-0003,False,,bởi hòa ước Saint-Clair-sur-Epte năm,10.184404373168945,0.8440540432929993,-9.340350329875946,0.2261192360283506
0001-0015-0004,False,,rồi Childéric,9.748981475830078,11.176788330078125,1.4278068542480469,0.7384860733927595
0001-0015-0005,True,Năm 845,. Năm,9.873987197875977,11.24601936340332,1.3720321655273438,0.7362105588808489
0001-0015-0006,True,Clovis I,", Clovis",9.839265823364258,10.704792022705078,0.8655261993408203,0.7149732406220762
0001-0015-0007,True,Childéric I,rồi Childéric,9.812870025634766,10.991827011108398,1.1789569854736328,0.7282359417736616
0001-0016-0001,True,Louis VI,thời,9.722330093383789,5.817898750305176,-3.9044313430786133,0.47871302835998536
0001-0016-0002,True,thế kỷ 11,. Từ thế kỷ,10.173967361450195,0.5691587924957275,-9.604808568954468,0.2165191948812761
0001-0016-0003,False,,"chọn Orléans. Hugues Capet, mặc dù cung điện ở Île de la Cité nhưng ít khi sống ở đây. Robert II thì đến",10.171171188354492,4.082085609436035,-6.089085578918457,0.3669256096052901
0001-0016-0004,True,Orléans,"chọn Orléans. Hugues Capet, mặc dù cung điện ở Île de la Cité nhưng ít khi sống ở đây. Robert II thì đến",10.159576416015625,4.661887168884277,-5.497689247131348,0.3963151635299231
0001-0017-0001,True,Paris,",",10.128902435302734,9.617395401000977,-0.5115070343017578,0.6523919146886674
0001-0017-0002,True,thương mại và tài chính,xây dựng nhà thờ,10.176048278808594,3.5735950469970703,-6.602453231811523,0.34218387155038876
0001-0017-0003,True,nhà thờ Đức Bà,xây dựng nhà thờ,10.15456771850586,7.8526434898376465,-2.301924228668213,0.5627652181363145
0001-0017-0004,False,,xây dựng nhà thờ,10.172036170959473,4.065024375915527,-6.107011795043945,0.36604882210405887
0001-0017-0005,True,nạn dịch hạch đen,"V bao gồm cả Quận 3 và Quận 4 ngày nay, và trải từ cầu Pont Royal tới cửa ô Saint-",10.174230575561523,0.05792040377855301,-10.11631017178297,0.19879819130520587
0001-0017-0006,True,giáo dục,xây dựng nhà thờ,10.173721313476562,4.256394863128662,-5.9173264503479,0.3753704778857022
0001-0018-0001,False,,vua Charles,10.04083251953125,9.894664764404297,-0.14616775512695312,0.6696348255177591
0001-0018-0002,True,người Anh,vua Charles,10.059673309326172,9.514080047607422,-0.54559326171875,0.6507617079699777
0001-0018-0003,True,quan thái thú Étienne Marcel,của,10.006755828857422,6.004489898681641,-4.002265930175781,0.47357223275048155
0001-0018-0004,True,dễ dàng thóat khi có binh biến,vua không còn ở trong trung tâm,10.156476974487305,4.230166435241699,-5.9263105392456055,0.37492682248940756
0001-0019-0001,True,Henri de Navarre,vua Henri,10.050130844116211,8.384349822998047,-1.665781021118164,0.5954170013095661
0001-0019-0002,True,Giáo hội Pháp,thời gian Chiến tranh,10.137246131896973,7.927280426025391,-2.209965705871582,0.5675260658875508
0001-0019-0003,True,1594,tận,10.020865440368652,4.001788139343262,-6.019077301025391,0.3703581774843041
0001-0019-0004,True,2 ngàn tới 10 ngàn,tới 10 ngàn,10.172039031982422,4.0936431884765625,-6.078395843505859,0.3674488742301047
0001-0019-0005,True,8,với 8 cuộc xung đột,9.75635814666748,10.876212120056152,1.1198539733886719,0.7257648111991258
0001-0019-0006,False,,với 8 cuộc xung đột,9.825355529785156,10.795446395874023,0.9700908660888672,0.7194409286929616
0001-0019-0007,False,,tới 10 ngàn,10.169633865356445,5.475571632385254,-4.694062232971191,0.4374428396898585
0001-0019-0008,False,,vua Henri,10.127742767333984,8.344352722167969,-1.7833900451660156,0.5894347202018446
0001-0020-0001,True,Palais-Royal,Mặc dù Versailles nằm rất gần,10.12985610961914,7.325632572174072,-2.8042235374450684,0.5365784109370378
0001-0020-0002,True,Jean-Baptiste,",",9.2259521484375,7.330564975738525,-1.8953871726989746,0.583713170543306
0001-0020-0003,True,Louis XIII,là Louis,9.761344909667969,11.076106071472168,1.3147611618041992,0.7338608174276972
0001-0020-0004,False,,Mặc dù,10.12317943572998,7.186611175537109,-2.936568260192871,0.5296389981885795
0001-0021-0001,False,,", vườn Luxembourg đánh dấu ranh giới phía",10.167613983154297,6.939816474914551,-3.227797508239746,0.5143319335912092
0001-0021-0002,True,vườn Luxembourg,", vườn",9.256041526794434,11.73307991027832,2.4770383834838867,0.778879870482392
0001-0021-0003,True,Paris,là,10.138021469116211,3.773979902267456,-6.364041566848755,0.3535771122761132
0001-0021-0004,True,Louis XV vẫn yêu thích thành phố,xây dựng quảng trường Louis,10.170223236083984,3.4240570068359375,-6.746166229248047,0.33540201390608976
0001-0022-0001,True,những người nổi dậy tới Versailles,", họ chiếm lâu",10.17351245880127,1.547476053237915,-8.626036405563354,0.2535297360466883
0001-0022-0002,False,,". Jacques de Flesselles - prévôt des marchands của thành phố, tương đương thị trưởng - bị giết. Ngày 15 tháng 7, nhà thiên văn Jean Sylvain",10.1502685546875,5.1750993728637695,-4.9751691818237305,0.4229277782088103
0001-0022-0003,True,Quốc hội lập hiến,ở cung điện Tuileries. Sau đó một Quốc hội lập hiến được triệu tập ở Tuileries ngày 19 tháng,10.162820816040039,1.4545539617538452,-8.708266854286194,0.2502653267619036
0001-0022-0004,True,Quốc hội,", nhà thiên văn Jean Sylvain",10.137063980102539,6.877452850341797,-3.259611129760742,0.5126576543010233
0001-0023-0001,True,Đa số vẫn ủng hộ chế độ quân chủ,- Louis XVI bị hành quyết bởi tội danh âm mưu chống lại tự do nhân dân và an ninh,10.152490615844727,3.9295802116394043,-6.222910404205322,0.36040172620133243
0001-0023-0002,True,Ngày 21 tháng 9 năm 1792,. Ngày 21 tháng,9.966443061828613,8.216659545898438,-1.7497835159301758,0.5911469283245454
0001-0023-0003,True,Louis XVI bị hành quyết,. Ngày 21 tháng,10.140039443969727,3.8520097732543945,-6.288029670715332,0.3572455763790169
0001-0023-0004,True,mừng một năm ngày phá ngục Bastille,"Mars mừng một năm ngày phá ngục Bastille. Quốc hội với nhiều bè phái dẫn tới mâu thuẫn. Đa số vẫn ủng hộ chế độ quân chủ, đã đi đến thỏa thuận cho vua Louis làm một đấng quân vương",10.159097671508789,2.586099863052368,-7.572997808456421,0.2977497074531029
0001-0023-0005,True,Tình hình chính trị rối lọan,.,9.99544906616211,6.649064064025879,-3.3463850021362305,0.5080896064566538
0001-0023-0006,False,,. Ngày 21 tháng,9.964242935180664,8.339561462402344,-1.6246814727783203,0.597500994155033
0001-0024-0001,True,Paris với Saint-Germain-en-Laye,với,9.858894348144531,6.019062519073486,-3.839831829071045,0.48211000186295294
0001-0024-0002,True,"Balzac, Victor Hugo hay Eugène Sue","của Balzac, Victor",10.036569595336914,9.123252868652344,-0.9133167266845703,0.6329568243439725
0001-0024-0003,True,"Các nhà ga Saint-Lazare, Gare du Nord, các tuyến đường sắt Paris-Orléans, Paris-Rouen được xây dựng",". Các nhà ga Saint-Lazare, Gare du Nord, các tuyến đường sắt Paris-Orléans, Paris-Rouen được",9.090076446533203,9.918285369873047,0.8282089233398438,0.7133684833217647
0001-0024-0004,False,,"của Balzac, Victor",10.02835750579834,9.150634765625,-0.8777227401733398,0.6346971268478008
0001-0024-0005,False,,". Các nhà ga Saint-Lazare, Gare du Nord, các tuyến đường sắt Paris-Orléans, Paris-Rouen được",9.230825424194336,9.422883987426758,0.19205856323242188,0.685202798556134
0001-0025-0001,False,,. Dưới thời Napoléon,10.121097564697266,9.482210159301758,-0.6388874053955078,0.6462818461918366
0001-0025-0002,True,Ngày 1 tháng năm 1860,trở thành 20,10.170760154724121,6.3875732421875,-3.783186912536621,0.4850900538588431
0001-0025-0003,True,Napoléon III cùng Nam tước Haussmann,thời Napoléon,9.96374797821045,9.31180191040039,-0.6519460678100586,0.6456527106833199
0001-0025-0004,True,thời Napoléon III,. Dưới thời Napoléon,10.125736236572266,9.365535736083984,-0.7602005004882812,0.6404180137225236
0001-0026-0001,True,Hai cuộc triển lãm thế giới vào năm 1889 và 1900,... Hai cuộc triển lãm thế giới vào năm 1889 và,10.13813591003418,9.09921646118164,-1.038919448852539,0.6267882174894535
0001-0026-0002,True,Belle Époque,.,10.147266387939453,3.9231834411621094,-6.224082946777344,0.3603447885624952
0001-0026-0003,True,"Grand Palais, Petit Palais và cầu Alexandre-III","cùng Grand Palais, Petit Palais và cầu Alexandre-",10.003067016601562,9.048813819885254,-0.9542531967163086,0.6309510186926576
0001-0026-0004,False,,"cùng Grand Palais, Petit Palais và cầu Alexandre-",10.122678756713867,7.635632038116455,-2.487046718597412,0.5531468370499772
0001-0026-0005,True,Tháp Eiffel,. Tháp,9.664291381835938,11.559268951416016,1.8949775695800781,0.7570421683100487
0001-0026-0006,False,,vào năm 1889 và,10.160163879394531,4.159834861755371,-6.00032901763916,0.3712796673133948
0001-0026-0007,True,175 rạp chiếu phim,. Tháp,10.138607025146484,7.771925926208496,-2.3666810989379883,0.5594056399974299
0001-0026-0008,False,,. Tháp,9.983505249023438,11.16911792755127,1.185612678527832,0.7285133440689766
0001-0027-0001,True,chung cư bình dân được lập nên,", những chung cư",10.13767147064209,9.271979331970215,-0.865692138671875,0.6352845487852097
0001-0027-0002,True,ba tỷ franc,tới ba tỷ,10.177436828613281,3.911642074584961,-6.26579475402832,0.3583218651562139
0001-0027-0003,True,chịu các cuộc ném bom và nã pháo của quân đội Đức,với những khủng hỏang về kinh tế và,10.161596298217773,4.871138095855713,-5.2904582023620605,0.406805718171168
0001-0028-0001,True,Charles de Gaulle,tổng thống Charles de,10.010727882385254,10.868289947509766,0.8575620651245117,0.7146312121786551
0001-0028-0002,False,,", Paris trở thành thành phố sinh đôi của Roma, như một biểu tượng của sự hòa",10.163366317749023,3.625819206237793,-6.5375471115112305,0.34526828621451205
0001-0028-0003,True,một biểu tượng của sự hòa giải,", Paris trở thành thành phố sinh đôi của Roma, như một biểu tượng của sự hòa giải sau Chiến tranh thế giới thứ",10.163095474243164,3.1656689643859863,-6.997426509857178,0.32370776570053855
0001-0028-0004,False,,tổng thống Charles de,9.969863891601562,11.113465309143066,1.143601417541504,0.7267593837978591
0001-0028-0005,True,"Ngày 17 tháng 10 năm 1961, một cuộc biểu tình cho nền độc lập của Algérie bị cảnh sát đàn áp, ước tính 32 tới 325 người chết. Từ ngày 22 tháng 3 năm 1968, một phong trào sinh viên, bắt đầu từ Đại học Nanterre lan dần tới khu phố La Tinh trở thành một vụ bạo lọan",", nhiều sự kiện",10.168852806091309,4.834413051605225,-5.334439754486084,0.4045717947786541
0001-0028-0006,False,,", nhiều sự kiện chính trị đã diễn ra ở",10.174432754516602,2.007263422012329,-8.167169332504272,0.2722557909669122
0001-0029-0001,False,,"đồng thời lên tiếng ủng hộ cho tự do ngôn luận, tự do báo chí và chống chủ nghĩa",10.141594886779785,2.2932722568511963,-7.848322629928589,0.28576589420927845
0001-0029-0002,True,hai kẻ Hồi giáo cực đoan,", một tên khủng bố thứ",10.149859428405762,6.463089466094971,-3.686769962310791,0.49016481160904957
0001-0029-0003,True,"tưởng niệm các nạn nhân của vụ tấn công Charlie Hebdo, vụ nổ súng tại Montrouge, và cuộc khủng hỏang con tin Porte de Vincennes, đồng thời lên tiếng ủng hộ cho tự do ngôn luận, tự do báo chí và chống chủ nghĩa khủng bố","đồng thời lên tiếng ủng hộ cho tự do ngôn luận, tự do báo chí và chống chủ nghĩa",10.140851020812988,2.332139492034912,-7.808711528778076,0.28747211065575046
0001-0029-0004,True,ngày 10 và 11 tháng 1 năm 2015,vào ngày 10 và 11 tháng 1 năm,10.099778175354004,9.43110466003418,-0.6686735153198242,0.6448460851786939
0001-0030-0001,True,"đa dạng, không đặc trưng",cũng,10.158029556274414,5.052555084228516,-5.105474472045898,0.4162427226646254
0001-0030-0002,True,ngành công nghiệp giải trí,"cũng đa dạng, không đặc trưng giống các thành phố kinh tế lớn khác như Los Angeles với ngành công nghiệp giải trí, hay Luân Đôn và New York với lĩnh vực",10.160649299621582,3.9796645641326904,-6.180984735488892,0.3624401701973196
0001-0030-0003,True,"sản xuất hàng tiêu dùng, xây dựng, xe hơi, năng lượng","sản xuất hàng tiêu dùng, xây dựng, xe hơi,",10.157806396484375,3.1692843437194824,-6.988522052764893,0.32411856542805745
0001-0030-0004,True,dịch vụ,lĩnh vực,10.146614074707031,5.73026180267334,-4.416352272033691,0.4518885581959301
0001-0030-0005,False,,cũng,10.158782005310059,3.682466506958008,-6.476315498352051,0.34819007683183456
0001-0030-0006,False,,lĩnh vực,10.149965286254883,8.380928039550781,-1.7690372467041016,0.5901662439513863
0001-0031-0001,True,10% những nhân công hưởng lương cao nhất nhận được gấp bốn lần 10% hưởng lương thấp nhất,: 10% những nhân công hưởng lương cao nhất nhận được gấp bốn lần 10% hưởng lương thấp,10.167643547058105,1.8250006437301636,-8.342642903327942,0.2649935728650594
0001-0031-0002,True,"13,1 euro một giờ",là 19 euro một,10.071513175964355,9.446451187133789,-0.6250619888305664,0.6469473704642491
0001-0031-0003,False,,là 19 euro một,10.13365364074707,8.167015075683594,-1.9666385650634766,0.5800613025103163
0001-0031-0004,True,Nội ô Paris,là Hauts-de-,10.078271865844727,8.940649032592773,-1.1376228332519531,0.6219114656736523
0001-0031-0005,False,,là Hauts-de-,10.115089416503906,7.973394393920898,-2.141695022583008,0.5710525555518213
0001-0031-0006,True,"6%, trong khi ở các tỉnh lên đến 10 %","nữ giới chỉ 6%, trong khi ở các tỉnh lên đến 10",10.167560577392578,5.345397472381592,-4.822163105010986,0.4308134605532327
0001-0031-0007,False,,: 10% những nhân công hưởng lương cao nhất nhận được gấp bốn lần 10% hưởng lương thấp,10.168448448181152,1.5827137231826782,-8.585734724998474,0.2551398750365359
0001-0032-0001,False,,tập trung 150.000,10.149606704711914,5.790124893188477,-4.3594818115234375,0.45485765137540113
0001-0032-0002,True,"1.500 công ty, trong đó có 14 trong 20 công ty hàng đầu của Pháp và 15 trong 50 công ty hàng đầu của thế giới",của 1.500,10.147308349609375,5.551906585693359,-4.595401763916016,0.44256404510189684
