question_id,is_answerable,gold_answer,predicted_span,null_score,best_span_score,score_margin,reader_confidence_display
0001-0008-0002,True,sự tạo thành của dãy Alps,bồn Paris,8.547444343566895,6.8325042724609375,-1.714940071105957,0.5057158615593609
0001-0008-0003,False,,bồn Paris,8.75338363647461,5.016182899475098,-3.7372007369995117,0.3726822171933518
0001-0008-0004,False,,bồn Paris,7.8777666091918945,9.106571197509766,1.228804588317871,0.6929941053122317
0001-0008-0005,True,Bồn Paris,Bồn Paris,8.647275924682617,7.273768424987793,-1.3735074996948242,0.5286293645231767
0001-0008-0006,True,"khối núi Vosges, khối núi Massif central, khối núi Armorica","Đây là một bồn thềm lục địa trên những khối núi từ thời Đại cổ sinh như khối núi Vosges, khối núi Massif central, khối núi Armorica",8.5691556930542,5.443877696990967,-3.1252779960632324,0.4118700790981723
0001-0008-0007,False,,Bồn Paris,8.583606719970703,6.527562618255615,-2.056044101715088,0.48280037444783375
0001-0008-0008,False,,Bồn Paris,8.675533294677734,6.662159442901611,-2.013373851776123,0.48566499766188803
0001-0008-0009,True,"bồn Paris bị đóng lại, chỉ còn mở ra phía biển Manche và Đại Tây Dương",bồn Paris,7.073596477508545,9.802022933959961,2.728426456451416,0.7715807860135487
0001-0008-0010,True,báo trước cho sự hình thành lưu vực sông Loire và sông Seine,bồn Paris,8.76092529296875,4.945069313049316,-3.8158559799194336,0.3677526825870215
0001-0009-0001,True,Montmartre và Bagneux,"Tầng động vật này đã được đặt theo tên tiếng La Tinh của Paris: Lutetia. Lòng đất của Paris mang nhiều đặc tính với sự hiện diện của đá vôi, thạch cao và đá vôi silic",8.840864181518555,4.773261547088623,-4.067602634429932,0.3521640286748207
0001-0009-0002,False,,"Tầng động vật này đã được đặt theo tên tiếng La Tinh của Paris: Lutetia. Lòng đất của Paris mang nhiều đặc tính với sự hiện diện của đá vôi, thạch cao và đá vôi silic",8.899033546447754,3.540463924407959,-5.358569622039795,0.2775679774295766
0001-0009-0003,True,Oise,"Tầng động vật này đã được đặt theo tên tiếng La Tinh của Paris: Lutetia. Lòng đất của Paris mang nhiều đặc tính với sự hiện diện của đá vôi, thạch cao và đá vôi silic",8.912630081176758,4.227843761444092,-4.684786319732666,0.31530309794559563
0001-0009-0004,True,Oise,"Đá vôi được khai thác cho tới thế kỷ 14 ở tả ngạn sông Seine, từ quảng trường Italie tới phố Vaugirard. Ngày nay sự khai thác chuyển về Oise",8.524602890014648,6.811615943908691,-1.712986946105957,0.5058470959237888
0001-0009-0005,False,,"đá vôi, thạch cao và đá vôi silic",8.514863967895508,6.835557460784912,-1.6793065071105957,0.5081100096565432
0001-0009-0006,True,thế kỷ 14,"Tầng động vật này đã được đặt theo tên tiếng La Tinh của Paris: Lutetia. Lòng đất của Paris mang nhiều đặc tính với sự hiện diện của đá vôi, thạch cao và đá vôi silic",8.866961479187012,4.101130485534668,-4.765830993652344,0.31061900364841394
0001-0009-0007,False,,"Tầng động vật này đã được đặt theo tên tiếng La Tinh của Paris: Lutetia. Lòng đất của Paris mang nhiều đặc tính với sự hiện diện của đá vôi, thạch cao và đá vôi silic",8.936674118041992,3.9530293941497803,-4.983644723892212,0.2982225774165405
0001-0009-0008,True,thạch cao và đá vôi,tầng Lutetia với các lớp đọng giàu thạch cao và đá vôi,8.391522407531738,8.093864440917969,-0.29765796661376953,0.5996088128742144
0001-0009-0009,True,"đá vôi, thạch cao và đá vôi silic","đá vôi, thạch cao và đá vôi silic",8.460012435913086,7.461637496948242,-0.9983749389648438,0.5536625136801866
0001-0010-0001,False,,Kênh Saint-Martin,7.465936660766602,10.091297149658203,2.6253604888916016,0.7666613317615392
0001-0010-0002,True,sông Seine ở phần hạ lưu,Kênh Saint-Martin,8.539205551147461,7.354557991027832,-1.184647560119629,0.5412582603245041
0001-0010-0003,True,phố Faubourg-du-Temple ở quảng trường Bastille,Saint-Denis,7.762969017028809,9.030500411987305,1.267531394958496,0.6952043888020462
0001-0010-0004,True,Saint-Martin,"Sông Bièvre phía nam, ngày nay ngầm hòan tòan dưới đất. Kênh Saint-Martin",8.35476303100586,6.736106872558594,-1.6186561584472656,0.5121840713277578
0001-0010-0005,False,,Saint-Martin,8.775127410888672,4.706577301025391,-4.068550109863281,0.35210592584917816
0001-0010-0006,True,cánh cung,Saint-Martin,8.800769805908203,5.488118648529053,-3.3126511573791504,0.3997260828527584
0001-0011-0001,False,,khí hậu Paris cũng đôi khi đột biến,8.524900436401367,5.582406997680664,-2.942493438720703,0.42382111371826225
0001-0011-0002,True,ngày 28 tháng 6 năm 1948,khí hậu Paris cũng đôi khi đột biến,8.621386528015137,5.488173484802246,-3.1332130432128906,0.411353499998157
0001-0011-0003,False,,khí hậu Paris cũng đôi khi đột biến,8.614295959472656,5.918808937072754,-2.6954870223999023,0.4401112859578797
0001-0011-0004,True,"mùa hè mát, trung bình 18°C; mùa đông không quá lạnh, trung bình 6 °C; các mùa đều mưa nhiều và thời tiết thất thường",khí hậu Paris cũng đôi khi đột biến,8.517589569091797,6.1959357261657715,-2.3216538429260254,0.46500167766499456
0001-0011-0005,False,,khí hậu Paris cũng đôi khi đột biến,8.626611709594727,4.688333034515381,-3.9382786750793457,0.3601351305617888
0001-0011-0006,True,đại dương,khí hậu Paris cũng đôi khi đột biến,8.51643180847168,6.919602870941162,-1.5968289375305176,0.5136499019671271
0001-0012-0001,True,Clovis I,Paris,8.709418296813965,3.5260121822357178,-5.183406114578247,0.2871077256924721
0001-0012-0002,True,thế kỷ 17,Paris,8.646123886108398,3.719625473022461,-4.9264984130859375,0.301447381550523
0001-0012-0003,False,,Paris,8.683450698852539,3.6122913360595703,-5.071159362792969,0.2933227621534235
0001-0012-0004,True,thế kỷ 1,Paris,8.706613540649414,3.3986895084381104,-5.307924032211304,0.28030610669556794
0001-0012-0005,True,Paris,Paris,8.613283157348633,5.769990921020508,-2.843292236328125,0.4303456519784446
0001-0012-0006,True,người Parisii,Paris,8.727392196655273,2.5599584579467773,-6.167433738708496,0.23613573763480866
0001-0013-0001,True,40.000 năm,"sự sống của con người đã liên tục ở đây suốt thời kỳ Đồ đá mới, nhưng không có nhiều hiểu biết về khỏang thời gian từ thời Tiền sử cho tới thời kỳ Gaule La Mã",8.743309020996094,3.073366641998291,-5.669942378997803,0.26110066334766946
0001-0013-0002,False,,"sự sống của con người đã liên tục ở đây suốt thời kỳ Đồ đá mới, nhưng không có nhiều hiểu biết về khỏang thời gian từ thời Tiền sử cho tới thời kỳ Gaule La Mã",8.64850902557373,3.8536689281463623,-4.794840097427368,0.30895170203403
0001-0013-0003,True,khỏang năm 4.000 đến 3.800 trước Công Nguyên,con người đã sinh sống thường xuyên ở bờ trái một nhánh cũ của sông Seine,8.762334823608398,2.779902935028076,-5.982431888580322,0.24522304738363715
0001-0013-0004,False,,"sự sống của con người đã liên tục ở đây suốt thời kỳ Đồ đá mới, nhưng không có nhiều hiểu biết về khỏang thời gian từ thời Tiền sử cho tới thời kỳ Gaule La Mã",8.768087387084961,2.998244524002075,-5.769842863082886,0.2559531998812932
0001-0013-0005,True,những công cụ đá được tìm thấy ở bờ sông Seine,"sự sống của con người đã liên tục ở đây suốt thời kỳ Đồ đá mới, nhưng không có nhiều hiểu biết về khỏang thời gian từ thời Tiền sử cho tới thời kỳ Gaule La Mã",8.694540977478027,3.2846951484680176,-5.40984582901001,0.2748125971543767
0001-0014-0001,True,Hippodamos,Lutetia được đổi tên thành Paris,8.842178344726562,7.575131416320801,-1.2670469284057617,0.5357538403737095
0001-0014-0002,False,,Lutetia được đổi tên thành Paris,8.707350730895996,8.498165130615234,-0.20918560028076172,0.6053045215491802
0001-0014-0003,False,,Lutetia được đổi tên thành Paris,8.759357452392578,6.748684883117676,-2.0106725692749023,0.4858463791618001
0001-0014-0004,True,Thánh Geneviève,Thánh Geneviève,8.61046028137207,8.059062957763672,-0.5513973236083984,0.5831284369013172
0001-0014-0005,True,Thánh Denis,Lutetia được đổi tên thành Paris,8.714521408081055,7.675179481506348,-1.039341926574707,0.5509396215557989
0001-0014-0006,True,Lutetia,Lutetia được đổi tên thành Paris,8.547245025634766,8.9924955368042,0.4452505111694336,0.6464639872892394
0001-0015-0001,True,hòa ước Saint-Clair-sur-Epte năm 911,hòa ước Saint-Clair-sur-Epte năm 911,8.688783645629883,5.967648983001709,-2.721134662628174,0.4384131743405614
0001-0015-0002,False,,"Năm 845, những người Viking tới đánh Paris",8.514580726623535,6.103263854980469,-2.4113168716430664,0.45901109929001016
0001-0015-0003,False,,Paris,8.686033248901367,5.137580871582031,-3.548452377319336,0.38461840879623055
0001-0015-0004,False,,Clovis I,8.576265335083008,6.790106296539307,-1.7861590385437012,0.5009301250993998
0001-0015-0005,True,Năm 845,Năm 845,8.428852081298828,6.887238025665283,-1.541614055633545,0.5173568117438642
0001-0015-0006,True,Clovis I,Clovis I,8.58248519897461,7.556639671325684,-1.0258455276489258,0.5518370121643896
0001-0015-0007,True,Childéric I,Clovis I,8.585391998291016,6.71525239944458,-1.8701395988464355,0.4952866898468295
0001-0016-0001,True,Louis VI,"vua Louis VI, rồi Philippe Auguste",8.624378204345703,7.645733833312988,-0.9786443710327148,0.554972778447605
0001-0016-0002,True,thế kỷ 11,"Lúa mì vào thành phố từ phố Saint-Honoré, dạ ở phố Saint-Denis, và cá từ biển Bắc và biển Manche đến Paris ở phố Poissonniers",8.86353874206543,4.042938709259033,-4.8206000328063965,0.30747530391525135
0001-0016-0003,False,,vương triều Capet đã chọn Orléans. Hugues Capet,8.88776969909668,4.432251453399658,-4.4555182456970215,0.3287566973758089
0001-0016-0004,True,Orléans,Orléans. Hugues Capet,8.889558792114258,4.107369899749756,-4.782188892364502,0.30967822327920885
0001-0017-0001,True,Paris,Paris,8.765375137329102,5.0296478271484375,-3.735727310180664,0.3727748174800751
0001-0017-0002,True,thương mại và tài chính,Tả ngạn sông Seine,8.913347244262695,4.116052150726318,-4.797295093536377,0.30881082810323907
0001-0017-0003,True,nhà thờ Đức Bà,nhà thờ Đức Bà,8.227136611938477,8.538080215454102,0.310943603515625,0.6381699300857957
0001-0017-0004,False,,Tả ngạn sông Seine,8.912092208862305,4.2633209228515625,-4.648771286010742,0.3173968240110149
0001-0017-0005,True,nạn dịch hạch đen,nạn dịch hạch đen,8.632070541381836,7.907530307769775,-0.7245402336120605,0.5717727967339642
0001-0017-0006,True,giáo dục,Tả ngạn sông Seine,8.913378715515137,4.235846996307373,-4.677531719207764,0.31572424329714893
0001-0018-0001,False,,"Chiến tranh Trăm năm vẫn tiếp tục, Paris",8.712711334228516,3.280947208404541,-5.431764125823975,0.2736399908650373
0001-0018-0002,True,người Anh,Paris,8.678643226623535,4.614398956298828,-4.064244270324707,0.3523700116671661
0001-0018-0003,True,quan thái thú Étienne Marcel,"Chiến tranh Trăm năm vẫn tiếp tục, Paris",8.70285415649414,3.3992719650268555,-5.303582191467285,0.2805416122661387
0001-0018-0004,True,dễ dàng thóat khi có binh biến,các vị vua không còn ở trong trung tâm thành,8.33731460571289,7.872559070587158,-0.4647555351257324,0.588778716121284
0001-0019-0001,True,Henri de Navarre,vua Henri III,8.782265663146973,6.9986419677734375,-1.7836236953735352,0.5011005019405697
0001-0019-0002,True,Giáo hội Pháp,"Những người Công giáo tàn sát những người Kháng Cách khắp Paris với số nạn nhân trong khỏang 2 ngàn tới 10 ngàn người. Giáo hội Pháp, đặc biệt ở Paris, nổi dậy chống lại vua Henri III",8.86534309387207,4.065176963806152,-4.800166130065918,0.30864612580306494
0001-0019-0003,True,1594,vua Henri III,8.745464324951172,3.689025402069092,-5.05643892288208,0.2941436389890773
0001-0019-0004,True,2 ngàn tới 10 ngàn,"Giáo hội Pháp, đặc biệt ở Paris, nổi dậy chống lại vua Henri III",8.913884162902832,3.332174777984619,-5.581709384918213,0.26570224497961015
0001-0019-0005,True,8,8 cuộc xung đột liên tiếp,8.300629615783691,9.557315826416016,1.2566862106323242,0.6945863145476358
0001-0019-0006,False,,8 cuộc xung đột liên tiếp,8.510551452636719,8.447978973388672,-0.06257247924804688,0.6146799237692279
0001-0019-0007,False,,vua Henri III,8.91220474243164,3.3392326831817627,-5.572972059249878,0.26616072497774107
0001-0019-0008,False,,vua Henri III,8.817804336547852,6.7591071128845215,-2.05869722366333,0.48262229521999106
0001-0020-0001,True,Palais-Royal,vị vua trẻ Louis XV sống tại cung điện Tuileries,7.723416328430176,7.923135280609131,0.19971895217895508,0.6312381795299065
0001-0020-0002,True,Jean-Baptiste,Louis XIV,8.495613098144531,2.948563575744629,-5.547049522399902,0.26752394036925314
0001-0020-0003,True,Louis XIII,"Louis XIII, và tiếp đó là Louis XIV",8.425439834594727,5.637105941772461,-2.7883338928222656,0.4339708963086383
0001-0020-0004,False,,cung điện Tuileries,8.573418617248535,4.432287216186523,-4.141131401062012,0.34766807635520386
0001-0021-0001,False,,Louis XV,8.850826263427734,2.3903188705444336,-6.460507392883301,0.2222222765598076
0001-0021-0002,True,vườn Luxembourg,Louis XV,8.831876754760742,2.202777862548828,-6.629098892211914,0.21448820753666398
0001-0021-0003,True,Paris,Điện Panthéon,6.240238189697266,10.34620475769043,4.105966567993164,0.8302706978503199
0001-0021-0004,True,Louis XV vẫn yêu thích thành phố,quảng trường Louis XV,7.6743927001953125,8.35409164428711,0.6796989440917969,0.6607308432075921
0001-0022-0001,True,những người nổi dậy tới Versailles,"nhà vua phải quay trở lại Paris, trú ngụ ở cung điện Tuileries",8.607159614562988,6.08854341506958,-2.518616199493408,0.4518578898406835
0001-0022-0002,False,,nhà vua,8.73831558227539,2.656881809234619,-6.0814337730407715,0.24033090742624968
0001-0022-0003,True,Quốc hội lập hiến,Versailles,8.59951400756836,5.608562469482422,-2.9909515380859375,0.42064347121013695
0001-0022-0004,True,Quốc hội,Jacques de Flesselles,8.716943740844727,2.571998119354248,-6.1449456214904785,0.23722782792764224
0001-0023-0001,True,Đa số vẫn ủng hộ chế độ quân chủ,Louis XVI,8.85603141784668,4.942201137542725,-3.913830280303955,0.361650915229609
0001-0023-0002,True,Ngày 21 tháng 9 năm 1792,Cộng hòa,8.828836441040039,5.937334060668945,-2.8915023803710938,0.42717166640780946
0001-0023-0003,True,Louis XVI bị hành quyết,Louis XVI,8.525362014770508,5.68627405166626,-2.839087963104248,0.4306227219797865
0001-0023-0004,True,mừng một năm ngày phá ngục Bastille,"Vua Louis XVI cùng hòang gia bị tống giam ở Tour du Temple. Ngày 21 tháng 9 năm 1792, chính quyền tuyên bố chấm dứt chế độ quân chủ và lập ra nền Cộng hòa",8.939092636108398,4.574589729309082,-4.364502906799316,0.334178033254915
0001-0023-0005,True,Tình hình chính trị rối lọan,"Tình hình chính trị rối lọan đẩy Pháp vào cuộc chiến tranh với Áo và các đồng minh. Ngày 20 tháng 4 năm 1792, Pháp khai chiến với Áo",8.867347717285156,5.586786270141602,-3.2805614471435547,0.40179759012469124
0001-0023-0006,False,,Cộng hòa,8.83220100402832,7.074729919433594,-1.7574710845947266,0.5028579536631181
0001-0024-0001,True,Paris với Saint-Germain-en-Laye,"tuyến đường sắt đầu tiên của Pháp hòan thành, nối Paris với Saint-Germain-en-Laye",8.521690368652344,7.2507123947143555,-1.2709779739379883,0.535491011150487
0001-0024-0002,True,"Balzac, Victor Hugo hay Eugène Sue","Balzac, Victor Hugo hay Eugène Sue",8.787630081176758,4.3160400390625,-4.471590042114258,0.32780404874563945
0001-0024-0003,True,"Các nhà ga Saint-Lazare, Gare du Nord, các tuyến đường sắt Paris-Orléans, Paris-Rouen được xây dựng","Các nhà ga Saint-Lazare, Gare du Nord, các tuyến đường sắt Paris-Orléans, Paris-Rouen",8.631946563720703,6.600643157958984,-2.0313034057617188,0.4844611899413285
0001-0024-0004,False,,"Balzac, Victor Hugo hay Eugène Sue",8.77249526977539,4.7878522872924805,-3.98464298248291,0.3572682397861416
0001-0024-0005,False,,đường sắt,8.765302658081055,5.545321941375732,-3.2199807167053223,0.40571781552930386
0001-0025-0001,False,,"Paris có những thay đổi triệt để. Trong vòng không đến 20 năm, từ một thành phố với cấu trúc cũ, Paris trở thành một thành phố hiện đại",8.634090423583984,4.744743347167969,-3.8893470764160156,0.36317162274167086
0001-0025-0002,True,Ngày 1 tháng năm 1860,Paris trở thành 20 quận,8.258729934692383,6.909795761108398,-1.3489341735839844,0.5302749848736801
0001-0025-0003,True,Napoléon III cùng Nam tước Haussmann,"các con phố, đại lộ được vẽ lại, quy định về mặt ngòai các ngôi nhà, bố trí các không gian xanh",8.62025260925293,5.371562957763672,-3.248689651489258,0.4038585070865062
0001-0025-0004,True,thời Napoléon III,"Paris có những thay đổi triệt để. Trong vòng không đến 20 năm, từ một thành phố với cấu trúc cũ, Paris trở thành một thành phố hiện đại",8.632506370544434,4.6820878982543945,-3.950418472290039,0.35938350381287737
0001-0026-0001,True,Hai cuộc triển lãm thế giới vào năm 1889 và 1900,"Paris trở thành trung tâm văn hóa của thế giới. Thành phố sản sinh ra nhiều nghệ sĩ lớn cùng rất nhiều các nhà văn, họa sĩ nổi tiếng của Pháp và khắp nơi trên thế giới tới Paris",8.928287506103516,4.083184242248535,-4.8451032638549805,0.30607458007881755
0001-0026-0002,True,Belle Époque,"Paris trở thành trung tâm văn hóa của thế giới. Thành phố sản sinh ra nhiều nghệ sĩ lớn cùng rất nhiều các nhà văn, họa sĩ nổi tiếng của Pháp và khắp nơi trên thế giới tới Paris",8.815987586975098,6.353940963745117,-2.4620466232299805,0.4556268646026396
0001-0026-0003,True,"Grand Palais, Petit Palais và cầu Alexandre-III","Tuyến tàu điện ngầm đầu tiên cùng Grand Palais, Petit Palais và cầu Alexandre-III",8.521488189697266,9.620052337646484,1.0985641479492188,0.6854958996967645
0001-0026-0004,False,,"Tuyến tàu điện ngầm đầu tiên cùng Grand Palais, Petit Palais và cầu Alexandre-III",8.851593017578125,8.097970962524414,-0.7536220550537109,0.5698576746367685
0001-0026-0005,True,Tháp Eiffel,"Tháp Eiffel xây dựng nhân triển lãm năm 1889, kỷ niệm 100 năm Cách mạng Pháp. Tuyến tàu điện ngầm đầu tiên cùng Grand Palais, Petit Palais và cầu Alexandre-III",7.577134132385254,9.254349708557129,1.677215576171875,0.7180256484951798
0001-0026-0006,False,,"Paris trở thành trung tâm văn hóa của thế giới. Thành phố sản sinh ra nhiều nghệ sĩ lớn cùng rất nhiều các nhà văn, họa sĩ nổi tiếng của Pháp và khắp nơi trên thế giới tới Paris",8.780008316040039,7.642824649810791,-1.137183666229248,0.5444244528452608
0001-0026-0007,True,175 rạp chiếu phim,175 rạp chiếu phim được mở ở Paris,8.676019668579102,8.771799087524414,0.0957794189453125,0.6247110448658877
0001-0026-0008,False,,Tháp Eiffel,8.340503692626953,8.948541641235352,0.6080379486083984,0.6563995195587393
0001-0027-0001,True,chung cư bình dân được lập nên,Paris,8.744384765625,5.196963787078857,-3.5474209785461426,0.38468403097789466
0001-0027-0002,True,ba tỷ franc,Paris,8.758611679077148,3.877265453338623,-4.881346225738525,0.3040093131789296
0001-0027-0003,True,chịu các cuộc ném bom và nã pháo của quân đội Đức,thành phố phải đối mặt với những khủng hỏang về kinh tế và xã hội,8.664856910705566,4.9799909591674805,-3.684865951538086,0.37597697649909556
0001-0028-0001,True,Charles de Gaulle,tổng thống Charles de Gaulle,8.292171478271484,7.300176620483398,-0.9919948577880859,0.554086283683537
0001-0028-0002,False,,"Ngày 17 tháng 10 năm 1961, một cuộc biểu tình cho nền độc lập của Algérie",8.840656280517578,2.090501546859741,-6.750154733657837,0.20905666397890624
0001-0028-0003,True,một biểu tượng của sự hòa giải,"Ngày 17 tháng 10 năm 1961, một cuộc biểu tình cho nền độc lập của Algérie",8.83938980102539,2.0228326320648193,-6.816557168960571,0.20612058309595957
0001-0028-0004,False,,tổng thống Charles de Gaulle,8.325907707214355,7.16692590713501,-1.1589818000793457,0.5429707864187003
0001-0028-0005,True,"Ngày 17 tháng 10 năm 1961, một cuộc biểu tình cho nền độc lập của Algérie bị cảnh sát đàn áp, ước tính 32 tới 325 người chết. Từ ngày 22 tháng 3 năm 1968, một phong trào sinh viên, bắt đầu từ Đại học Nanterre lan dần tới khu phố La Tinh trở thành một vụ bạo lọan","Ngày 17 tháng 10 năm 1961, một cuộc biểu tình cho nền độc lập của Algérie",8.812231063842773,3.3544774055480957,-5.457753658294678,0.2722536259633611
0001-0028-0006,False,,"Ngày 17 tháng 10 năm 1961, một cuộc biểu tình cho nền độc lập của Algérie",8.835575103759766,3.001140832901001,-5.834434270858765,0.2526607135843067
0001-0029-0001,False,,"vụ tấn công Charlie Hebdo, vụ nổ súng tại Montrouge, và cuộc khủng hỏang con tin Porte de Vincennes, đồng thời lên tiếng ủng hộ cho tự do ngôn luận, tự do báo chí và chống chủ nghĩa khủng bố",8.715681076049805,4.403785705566406,-4.311895370483398,0.3373318169283786
0001-0029-0002,True,hai kẻ Hồi giáo cực đoan,"một tên khủng bố thứ ba, tuyên bố y là một thành viên của ISIS",8.772892951965332,3.8831710815429688,-4.889721870422363,0.3035331537560735
